,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
agvs_robot_control,"('agvs_robot_control', 1.0)","('youbot_gazebo_control', 0.7840203820925667)","('gazebo_ros_control', 0.7552886448558646)","('minas_control', 0.6837468156047641)","('icart_mini_control', 0.6746141218971328)","('agvs_pad', 0.6620892578931831)","('pacmod_game_control', 0.6351260022961577)","('innok_heros_control', 0.6171523585573304)","('lyap_control', 0.6143369749927873)","('summit_x_robot_control', 0.5944009678740539)","('iai_control_msgs', 0.5527090816751954)","('summit_x_control', 0.5521216095273264)","('ethercat_trigger_controllers', 0.5455054839042541)","('control_msgs', 0.5378244248488206)","('simple_robot_control', 0.5334055005716674)","('multi_jackal_control', 0.4948405546037923)","('pid', 0.49132126191745273)","('bhand_controller', 0.48753855997257256)","('ypspur_ros', 0.4806200905810969)","('cob_control', 0.46523328331475167)"
jaco_moveit_config,"('jaco_moveit_config', 1.0)","('iri_wam_moveit_config', 0.8507510343528529)","('atlas_moveit_config', 0.8503847285066995)","('vs060_moveit_config', 0.8490898380013846)","('r2_moveit_config', 0.8481796696842152)","('hironx_moveit_config', 0.8449919445044668)","('irb_6640_moveit_config', 0.8341596694585355)","('pr2_moveit_config', 0.7548702960139688)","('stomp_test_kr210_moveit_config', 0.7453843053104724)","('turtlebot_arm_moveit_config', 0.6971911933016307)","('nextage_moveit_config', 0.682028205508232)","('irb_2400_moveit_config', 0.6802416682607044)","('clam_moveit_config', 0.666745946920003)","('fetch_moveit_config', 0.6588887028557683)","('pepper_moveit_config', 0.6347445710000615)","('jaco_graspit_sample', 0.5991637891622146)","('nao_moveit_config', 0.555504806990881)","('rwt_config_generator', 0.5407877202069743)","('fanuc_m16ib20_moveit_config', 0.5249770160885933)","('fanuc_m20ia_moveit_config', 0.5240421711673822)"
rail_manipulation_msgs,"('rail_manipulation_msgs', 1.0)","('manipulation_msgs', 0.7437014409226064)","('grasp_stability_msgs', 0.6487793570916549)","('rail_pick_and_place_msgs', 0.6201812154720615)","('remote_manipulation_markers', 0.5717738638628784)","('play_motion_msgs', 0.5544059430565381)","('thormang3_manipulation_module_msgs', 0.5194372781588437)","('reapp_msgs', 0.5169083577322475)","('moveit_ros_manipulation', 0.5112628864035068)","('basic_states_skill_msgs', 0.5067562055221718)","('cob_manipulation', 0.4952199159624614)","('zeroconf_msgs', 0.4910757272462567)","('std_capabilities', 0.4886030744502732)","('squirrel_common', 0.4822046200243679)","('rail_segmentation', 0.4733378850814238)","('yocs_msgs', 0.4671980174059045)","('tango_ros_messages', 0.4557949297919641)","('rosgraph_msgs', 0.4500032611114595)","('grasp_planning_graspit_ros', 0.44451649329409815)","('grasp_synergy', 0.43950163178062096)"
opencv_apps,"('opencv_apps', 1.0)","('opencv2', 0.9162452861680819)","('opencv2_doc', 0.8209532952440112)","('qglv_opencv', 0.7854553486405057)","('cv_bridge', 0.5474189543716563)","('mqtt_bridge', 0.48787673710814194)","('rdl_urdfreader', 0.47680967123717655)","('hrpsys_ros_bridge', 0.47223563620932607)","('rdl_benchmark', 0.46227447609549066)","('libpointmatcher_ros', 0.45937402246614223)","('cost_map_cv', 0.4554070880373886)","('naoqi_apps', 0.43907330124060984)","('visp_bridge', 0.42579150225885387)","('vision_visp', 0.4129225228795397)","('iot_bridge', 0.4039457855098745)","('grid_map_cv', 0.3965966902426379)","('pano_ros', 0.3874701809311669)","('vision_opencv', 0.3680324027844599)","('handeye', 0.3529280513398223)","('cmake_nodejs_hook', 0.3323820444932353)"
jsk_calibration,"('jsk_calibration', 1.0)","('jsk_pr2_calibration', 0.8690673738278991)","('jsk_201504_miraikan', 0.708842074946185)","('jsk_data', 0.7068345958464765)","('jsk_robot_startup', 0.6869536161388535)","('jsk_robot', 0.6560050783292983)","('jsk_roseus', 0.6432483498739505)","('jsk_pr2eus', 0.6318324742718997)","('freight_calibration', 0.6272556636737807)","('visp_camera_calibration', 0.6189748149550401)","('jsk_3rdparty', 0.5993904188579056)","('jsk_planning', 0.5950456172212445)","('camera_calibration_parsers', 0.5871317732505326)","('calibration_launch', 0.5778667947837254)","('jskeus', 0.5720485010145087)","('jsk_common', 0.5667687034970617)","('cob_calibration_data', 0.5633768702157025)","('hironx_calibration', 0.5538989754234301)","('jsk_ik_server', 0.551992862565684)","('pr2_se_calibration_launch', 0.5434541638534053)"
camera1394stereo,"('camera1394stereo', 1.0)","('freenect_camera', 0.8595180774141342)","('ifm_o3mxxx', 0.8285673060859395)","('sick_visionary_t_driver', 0.8162643531795879)","('polled_camera', 0.8023213815100811)","('wge100_driver', 0.7347528418787919)","('ueye', 0.6923265244724544)","('statistics_msgs', 0.6796027188150352)","('opt_camera', 0.6621953279048401)","('h4r_thermapp_camera', 0.6477539182995361)","('pointgrey_camera_description', 0.6405001647014614)","('ps3joy', 0.6306723016259592)","('ueye_cam', 0.6178078224593145)","('sbg_driver', 0.6152410336735251)","('adi_driver', 0.615236368501051)","('frida_driver', 0.6124463709910317)","('roboteq_driver', 0.6116373224022421)","('camera_umd', 0.6054141811197697)","('myahrs_driver', 0.5971918809230589)","('pacmod', 0.5918552530213551)"
turtlebot3_fake,"('turtlebot3_fake', 1.0)","('turtlebot3_automatic_parking_vision', 0.8339283874174246)","('turtlebot3_autorace_detect', 0.8226498569169423)","('ros_madplay_player', 0.7935338838558907)","('turtlebot3_panorama', 0.7692384577076434)","('turtlebot3_autorace_core', 0.7280344149504772)","('turtlebot3_follower', 0.7121418553452209)","('dynamixel_workbench_single_manager_gui', 0.6917818119527388)","('rh_p12_rn_manager', 0.6833605160439373)","('turtlebot3_bringup', 0.6825766464297413)","('robotis_framework_common', 0.6796170093249587)","('dynamixel_workbench_single_manager', 0.6790135575781824)","('dynamixel_workbench_operators', 0.6742809902031659)","('dynamixel_workbench_controllers', 0.6686450864338275)","('turtlebot3', 0.6672197905558551)","('manipulator_h_bringup', 0.6592702643016575)","('dynamixel_sdk', 0.6532004779690613)","('open_manipulator_with_tb3', 0.6502795839204462)","('rh_p12_rn_base_module', 0.6448325836992824)","('rh_p12_rn_gazebo', 0.6438011211249588)"
rtctree,"('rtctree', 1.0)","('openrtm_aist', 0.7959586384309149)","('openrtm_aist_python', 0.6267278459244876)","('openrtm_ros_bridge', 0.545679714002267)","('roslint', 0.5154084425804862)","('explore_lite', 0.5096799863329757)","('hypothesis', 0.5022795048184563)","('pyros', 0.4958678133077693)","('certifi', 0.4843083031699307)","('slic', 0.46443419942631525)","('rosserial_python', 0.4622047943039811)","('pm_fourier', 0.4604391318988359)","('openrtm_aist_core', 0.4588605996178524)","('pyros_setup', 0.4435216567958382)","('catkin_pip', 0.43513727801666957)","('eml', 0.4146828398699044)","('redis', 0.40748563417422046)","('roswtf', 0.40320906201074225)","('xmlrpcpp', 0.4010002055171762)","('python-aniso8601', 0.39845750659862267)"
ros_topology_msgs,"('ros_topology_msgs', 1.0)","('r2_msgs', 0.9526795447490142)","('rapid_pbd_msgs', 0.9366448551748479)","('jaguar_msgs', 0.9273445017499619)","('smart_battery_msgs', 0.9103457581804667)","('puma_motor_msgs', 0.9001850792838852)","('four_wheel_steering_msgs', 0.8927165215594003)","('rosgraph_msgs', 0.886774362520249)","('feed_the_troll_msgs', 0.8609800774310751)","('batteries_skill_msgs', 0.8477905144300674)","('touch_skill_msgs', 0.8345555013213022)","('cartographer_ros_msgs', 0.8255676222644704)","('basic_states_skill_msgs', 0.8136264788496699)","('pyros_msgs', 0.775135693290853)","('arbotix_msgs', 0.7687816269089283)","('shape_msgs', 0.7363818211247032)","('robotnik_msgs', 0.7269448539601095)","('im_msgs', 0.7254586093973301)","('ros_statistics_msgs', 0.7130169121759553)","('folaga_msgs', 0.71042203916244)"
osg_markers,"('osg_markers', 1.0)","('ez_interactive_marker', 0.8398409441824155)","('interactive_marker_proxy', 0.7910771076515242)","('interactive_markers', 0.7675213000135701)","('easy_markers', 0.723725655881411)","('yocs_ar_marker_tracking', 0.7166537537002452)","('turtlebot_interactive_markers', 0.6346501247375017)","('marker_msgs', 0.6047971478621141)","('hector_marker_drawing', 0.5403683195060801)","('moveit_ros_robot_interaction', 0.5085436966341952)","('aruco', 0.49591622229986765)","('cob_interactive_teleop', 0.4782424230628688)","('jsk_interactive', 0.458000646856094)","('interactive_world_msgs', 0.4266361504622742)","('aruco_detect', 0.4162058975854026)","('turtlebot_arm_block_manipulation', 0.4033939739108017)","('rviz_visual_tools', 0.40110461279675613)","('jinteractiveworld', 0.3886375219136553)","('aruco_mapping', 0.3838553096384234)","('libcreate', 0.3630340034153732)"
rospeex_msgs,"('rospeex_msgs', 1.0)","('people_msgs', 0.7666112469837952)","('p2os_msgs', 0.7197763954370655)","('pal_video_recording_msgs', 0.7064316844444262)","('pal_vision_msgs', 0.6934447306540756)","('map_msgs', 0.6828138291134512)","('pal_wifi_localization_msgs', 0.6713246276170772)","('pal_device_msgs', 0.6459566748124567)","('pal_control_msgs', 0.6380213794922664)","('uuid_msgs', 0.6243481583234765)","('r2_msgs', 0.6219927536076918)","('multimaster_msgs_fkie', 0.6164234194333186)","('pal_walking_msgs', 0.6103126874486985)","('rospeex', 0.6066841245505488)","('pal_visual_localization_msgs', 0.5941392199701477)","('rapid_pbd_msgs', 0.5895305394032502)","('wireless_msgs', 0.5804792331301385)","('puma_motor_msgs', 0.5752957307243168)","('mav_msgs', 0.5715581267264929)","('jaguar_msgs', 0.5557381669297509)"
willow_maps,"('willow_maps', 1.0)","('orne_maps', 0.8631553379916892)","('rail_maps', 0.7963922254238656)","('dfs_explorer', 0.6531757678616245)","('grid_map_sdf', 0.642580036509508)","('grid_map_filters', 0.6297070057058285)","('grid_map_costmap_2d', 0.6183195821613108)","('cost_map_demos', 0.5964327935316386)","('nj_oa_costmap', 0.5815311683763025)","('grid_map_ros', 0.5385166922215338)","('cost_map_ros', 0.5294537939840618)","('cost_map_core', 0.5217811830038978)","('cost_map_visualisations', 0.5158712319447342)","('lj_costmap', 0.4860624307966117)","('nj_escape_crossing', 0.47360607575186475)","('clear_costmap_recovery', 0.44890253116347245)","('jsk_maps', 0.44605647391088543)","('fetch_maps', 0.43904249546391405)","('mrp2_navigation', 0.43311564804937)","('grid_map_demos', 0.4202207925029555)"
descartes_planner,"('descartes_planner', 1.0)","('lpg_planner', 0.9860773372935742)","('ffha', 0.9711063077230859)","('ff', 0.9406213568128127)","('carrot_planner', 0.9230617982145713)","('teb_local_planner', 0.9068072960656205)","('pddl_msgs', 0.8154272281332982)","('teb_local_planner_tutorials', 0.7295874903251538)","('bwi_planning', 0.6883329280482804)","('base_local_planner', 0.676534867191078)","('squirrel_waypoint_msgs', 0.522379481689393)","('nav_core', 0.49319864862643825)","('segbot_navigation', 0.3741522012187234)","('local_map', 0.3434412322169266)","('op3_navigation', 0.3287123352023691)","('mbf_abstract_core', 0.3158716703794511)","('master_discovery_fkie', 0.31330450439019386)","('mrpt_local_obstacles', 0.2969979460705925)","('fulanghua_waypoints_nav', 0.27844720378953824)","('waypoint_generator', 0.24978519356193418)"
sr_gui_bootloader,"('sr_gui_bootloader', 1.0)","('sr_gui_muscle_driver_bootloader', 0.9500537761223922)","('sr_gui_movement_recorder', 0.8763428083782209)","('sr_gui_joint_slider', 0.816485819894627)","('slider_gui', 0.7145678222031887)","('airbus_cobot_gui', 0.6729898309388824)","('sr_gui_self_test', 0.659934230910475)","('sr_edc_ethercat_drivers', 0.63799961144474)","('sr_visualization', 0.6292165688248968)","('sr_grasp', 0.6195449484933783)","('alfred_sr_linux', 0.589682072548461)","('sr_standalone', 0.5835779236099321)","('sr_external_dependencies', 0.5734280249715061)","('rqt_gui', 0.5692005043291795)","('sr_cyberglove_config', 0.5471519763046571)","('qt_gui_app', 0.5423835484241113)","('sr_robot_lib', 0.5352693442878187)","('rqt_gui_cpp', 0.524421792320337)","('rx', 0.5062350408663572)","('sr_hand', 0.4970103416952736)"
ipa_canopen_core,"('ipa_canopen_core', 1.0)","('bond_core', 0.7212379055568156)","('openrtm_aist_core', 0.643984685561813)","('ipa_canopen_ros', 0.6357303525882663)","('nodelet_core', 0.6022466977285581)","('yocs_joyop', 0.5831050752899557)","('canopen_chain_node', 0.5674436907721697)","('pano_core', 0.5523551297514409)","('pano_py', 0.5428606426596995)","('rosjava_core', 0.5409347334376099)","('ros_core', 0.5347447646845405)","('ipa_canopen', 0.5084899368471286)","('fzi_icl_core', 0.4884353161911663)","('mm_core_msgs', 0.4653113536291582)","('moveit_core', 0.4589783830685078)","('rospeex_launch', 0.4510029853233044)","('ros_comm', 0.4472228386929178)","('denso_robot_core_test', 0.43630849112322734)","('rosbridge_library', 0.4298212704201678)","('zeroconf_avahi_suite', 0.42147577946284565)"
warehouse_ros,"('warehouse_ros', 1.0)","('imu_compass', 0.6926959120232663)","('diagnostic_analysis', 0.6678941650496236)","('spatial_temporal_learning', 0.6462272155825811)","('resource_retriever', 0.6109620581748786)","('roslz4', 0.5847047584076681)","('marti_data_structures', 0.5822870077801179)","('osm_cartography', 0.5742794883250695)","('glkh_solver', 0.5589465423740883)","('imu_transformer', 0.54512072823693)","('metaruby', 0.5376948400123719)","('schunk_simulated_tactile_sensors', 0.5186917249374217)","('rosbash', 0.5133636772694169)","('razor_imu_9dof', 0.5000589335721646)","('imu_monitor', 0.4812048880849553)","('rc_dynamics_api', 0.47612917600972016)","('micros_swarm_framework', 0.4662900789585278)","('libsensors_monitor', 0.4644606484433149)","('graph_msgs', 0.43526727311856006)","('create_dashboard', 0.42728230672948664)"
imu_monitor,"('imu_monitor', 1.0)","('imu_transformer', 0.7367769876545843)","('twistimu', 0.7327763353731593)","('pr2_computer_monitor', 0.7268582788450983)","('pr2_run_stop_auto_restart', 0.6753219369984427)","('pr2_mechanism_diagnostics', 0.6532141469481769)","('libsensors_monitor', 0.6457597347889082)","('rosmon', 0.6231137919295222)","('cit_adis_imu', 0.5845154650292208)","('schunk_simulated_tactile_sensors', 0.572639251586019)","('pr2_camera_synchronizer', 0.55780497236141)","('pr2_gripper_sensor', 0.5305537331170975)","('plotjuggler', 0.5170153163403552)","('feed_the_troll', 0.5040872955694385)","('pr2_2dnav_local', 0.5025378521285484)","('arni_countermeasure', 0.48351525581385413)","('warehouse_ros', 0.4812048880849553)","('cob_collision_monitor', 0.47925719660557564)","('teraranger_array', 0.4736134874143927)","('rqt_pr2_dashboard', 0.47144347431611044)"
warthog_viz,"('warthog_viz', 1.0)","('heron_viz', 0.7849236937024205)","('visualization_osg', 0.6411765102199765)","('warthog_simulator', 0.5896594824360715)","('flir_ptu_viz', 0.5613028936472714)","('rwt_plot', 0.5464669075652178)","('warthog_desktop', 0.5281438061602893)","('marti_visualization_msgs', 0.5218628927082236)","('xpp_vis', 0.5200619780240631)","('rc_visard_description', 0.5023357738391455)","('moveit_ros_visualization', 0.4940307105009131)","('sr_visualization_icons', 0.4812728081091169)","('visualization_tutorials', 0.4654994923136736)","('ridgeback_simulator', 0.4437194666515005)","('kingfisher_desktop', 0.4223991678236725)","('rviz_imu_plugin', 0.39121337306543613)","('slime_ros', 0.37463411817785475)","('warthog_gazebo', 0.3705687611972591)","('kingfisher_msgs', 0.3594920125577101)","('grizzly_desktop', 0.34455038667183424)"
dr_base,"('dr_base', 1.0)","('rb1_base_pad', 0.9399029213785173)","('rb1_base_2dnav', 0.9244712838887297)","('move_base_to_manip', 0.8250916839887503)","('rb1_base_control', 0.756187618917478)","('rb1_base_gazebo', 0.7351691243037004)","('stop_base', 0.7105779580068194)","('rb1_base_common', 0.6775535747664372)","('pr2_move_base', 0.6617613292253859)","('loki_base_node', 0.6189473445548603)","('move_slow_and_clear', 0.6133323569594564)","('md49_base_controller', 0.576532066198361)","('multi_jackal_base', 0.5436555730371438)","('move_base_flex', 0.5066593830415563)","('roch_base', 0.4975299356553533)","('nav2d_operator', 0.45304233250504145)","('cob_base_drive_chain', 0.43595617601233216)","('cob_driver', 0.41930121460681635)","('viz', 0.41370521725916176)","('rmp_base', 0.40971487950416674)"
pr2eus_tutorials,"('pr2eus_tutorials', 1.0)","('pluginlib_tutorials', 0.9991362591332544)","('roseus_tutorials', 0.9940258328462012)","('ros_tutorials', 0.9620627545766771)","('geometry_tutorials', 0.9110927128605558)","('visualization_marker_tutorials', 0.8823247802948139)","('bride_compilers', 0.8505262931637265)","('asmach_tutorials', 0.8386454653844808)","('mrpt_tutorials', 0.7798428068065322)","('navigation_tutorials', 0.7710659589521075)","('rocon_tutorials', 0.7436046096681347)","('visualization_tutorials', 0.7196049593392494)","('rviz_plugin_tutorials', 0.6941459507628384)","('teb_local_planner_tutorials', 0.6815268517861567)","('libdlib', 0.6341247374936881)","('visualization_msgs', 0.5970165702325724)","('katana_tutorials', 0.5654436040843268)","('urdf_tutorial', 0.5203462611217441)","('rocon_tutorial_msgs', 0.44773862502069317)","('opengm', 0.41254386969326096)"
geometry_experimental,"('geometry_experimental', 1.0)","('gmplot_ros', 0.6639131988705185)","('libuvc_ros', 0.638453537177749)","('termcolor', 0.6124133034587972)","('swiftnav', 0.60810555199573)","('fcl', 0.5895260145745346)","('transform_graph', 0.5878996008682434)","('rovio', 0.5838493641735035)","('utilrb', 0.5804987542004798)","('open_karto', 0.5802473123102305)","('trivial_gray_streams', 0.5745214447251556)","('babel', 0.5721960011959476)","('alexandria', 0.5721900126137881)","('gps_umd', 0.571076296561987)","('uwsim_bullet', 0.5640007868196585)","('epos_library', 0.5518724868942398)","('rtsprofile', 0.5477173706942255)","('cl_store', 0.5459068112434122)","('libg2o', 0.5436148711344937)","('ros_base', 0.5331688623349322)"
rviz,"('rviz', 1.0)","('rqt', 0.8802933882046197)","('geometry_msgs', 0.848300689656967)","('rosservice', 0.8451334957939729)","('diagnostics', 0.8347999326159068)","('click', 0.8279068240751278)","('capabilities', 0.823106238475958)","('rostopic', 0.8154825441485147)","('mobile', 0.8041222596567029)","('rospy', 0.7987414010035991)","('frontier_exploration', 0.7702711669587354)","('explorer', 0.766983965313571)","('libpcan', 0.7630685312759492)","('perception', 0.7592928799760884)","('openni2_camera', 0.7546707509910041)","('husky_viz', 0.7489967586859501)","('amcl', 0.7463739819840578)","('serial', 0.7451884338745333)","('keyboard', 0.7439665596671128)","('husky_bringup', 0.7421678623186002)"
ur3_moveit_config,"('ur3_moveit_config', 1.0)","('ur5_moveit_config', 0.9441815025259476)","('tra1_moveit_config', 0.7981047894405873)","('motoman_sda10f_moveit_config', 0.7972564783638026)","('mico_moveit_config', 0.7964935976714465)","('atlas_v3_moveit_config', 0.7958936506346717)","('r2_moveit_config', 0.7938741418886923)","('hironx_moveit_config', 0.7927227620748102)","('irb_6640_moveit_config', 0.7841846173176945)","('motoman_sia20d_moveit_config', 0.7558882995468351)","('dynamixel_pro_arm_moveit_config', 0.7438867517961312)","('turtlebot_arm_moveit_config', 0.709130776141898)","('stomp_test_kr210_moveit_config', 0.687889764537009)","('baxter_moveit_config', 0.6674381941956438)","('fanuc_m16ib20_moveit_config', 0.6544993810737866)","('denso_robot_moveit_config', 0.6475998021990765)","('fanuc_m430ia2p_moveit_config', 0.6471653533399494)","('pepper_moveit_config', 0.6439216650880389)","('fetch_moveit_config', 0.6360256813049161)","('r2_moveit_generated', 0.6214114111358807)"
world_canvas_utils,"('world_canvas_utils', 1.0)","('world_canvas_client_examples', 0.8881903781129284)","('world_canvas_msgs', 0.8362396180458801)","('worldlib', 0.7607653439970683)","('gazebo_world_plugin_loader', 0.6767085541845765)","('interactive_world_parser', 0.6119267287732765)","('interactive_world', 0.5928090527470437)","('world_canvas_server', 0.5560229542582209)","('interactive_world_tools', 0.5296062900104181)","('contact_states_observer', 0.518421804347126)","('xpp_examples', 0.481990581868583)","('cl_utilities', 0.4546120452606637)","('ecto', 0.4482491342298298)","('pyzmp', 0.4442126467736516)","('rocon_python_utils', 0.43864831902970747)","('graspdb', 0.4284674156445982)","('cram_projection', 0.4208943053906773)","('roslisp', 0.3881269456269567)","('rosflight_utils', 0.3816539758608578)","('dr_cmake', 0.37335861152707606)"
cob_model_identifier,"('cob_model_identifier', 1.0)","('cob_relayboard', 0.806861026245793)","('cob_tactiletools', 0.8068575162804431)","('cob_cam3d_throttle', 0.8058761205711662)","('cob_monitoring', 0.8022865703423441)","('cob_obstacle_distance', 0.7962975656826932)","('cob_android_settings', 0.779900309441589)","('cob_head_axis', 0.7681363743009118)","('cob_linear_nav', 0.7611400968550319)","('cob_phidget_em_state', 0.731302365546712)","('cob_phidgets', 0.7157337034912352)","('cob_dashboard', 0.6796788034136916)","('cob_cartesian_controller', 0.6441310275739931)","('cob_hand_bridge', 0.6265595981334585)","('cob_android_resource_server', 0.6128359711633062)","('cob_control', 0.5969339784097243)","('robot_model', 0.5893619103616018)","('cob_extern', 0.5787435841499247)","('cob_safety_controller', 0.5560507278236537)","('cob_omni_drive_controller', 0.5377130234662661)"
descartes_moveit,"('descartes_moveit', 1.0)","('moveit_goal_builder', 0.8852626632600791)","('moveit_runtime', 0.8797233867988696)","('moveit_ros', 0.8631330441532065)","('moveit_setup_assistant', 0.8498489891804545)","('moveit_resources', 0.8438895894323805)","('clam_moveit_config', 0.8200920349219943)","('moveit_ros_planning', 0.8124259031781738)","('moveit_ros_benchmarks', 0.7938807824638636)","('moveit_ros_perception', 0.7820869495175686)","('moveit_full', 0.7608207315115921)","('moveit_kinematics', 0.737042147375593)","('rwt_moveit', 0.7234367240034634)","('moveit_ros_manipulation', 0.6907356852483965)","('moveit_object_handling', 0.6791927888185472)","('moveit_ikfast', 0.6601182179482006)","('moveit_visual_tools', 0.6443528859532803)","('moveit_python', 0.6238033304224787)","('moveit_core', 0.6179146647022115)","('moveit_simple_grasps', 0.6114110862825171)"
roscpp,"('roscpp', 1.0)","('executive_smach', 0.8777776827093732)","('rospy', 0.8423559064342768)","('rosserial_arduino', 0.8113153014030492)","('vision_opencv', 0.8060038717974813)","('openni2_camera', 0.7996671045742868)","('desktop', 0.7810390154919665)","('rocon_app_platform', 0.7777304921124205)","('capabilities', 0.7607398945294975)","('robot', 0.7510833696294262)","('joy', 0.7405078204958382)","('openhrp3', 0.7295639887262981)","('control', 0.7256095642186673)","('navigation', 0.7199666656571103)","('hrpsys', 0.7140357308425104)","('rosservice', 0.7121937324206824)","('roslaunch', 0.7057104992800617)","('roch_robot', 0.7016635068284979)","('ros_canopen', 0.6935275589150663)","('libntcan', 0.6894903777190771)"
rosjava_dynamic_reconfigure,"('rosjava_dynamic_reconfigure', 1.0)","('rosjava_bootstrap', 0.8210615231457818)","('rosjava_extras', 0.7694585413840275)","('rosjava_core', 0.6563219128963526)","('media_export', 0.5593879615721824)","('rosjava_build_tools', 0.5457960469714043)","('test_osm', 0.5074547391727915)","('zeroconf_jmdns_suite', 0.4715769032240166)","('pyros_test', 0.4470757940407807)","('smarthome_heater_msgs_java', 0.42477537807906074)","('test_diagnostic_aggregator', 0.41868851841285126)","('smarthome_msgs_java', 0.41429711021692683)","('rostest', 0.40938434939266743)","('smarthome_heater_msgs', 0.3986883308235636)","('eusgazebo', 0.3979412802338671)","('genty', 0.3876195917970626)","('self_test', 0.38208878988649697)","('smarthome_media_kodi_driver', 0.3729594604315043)","('catch_ros', 0.36464724119857717)","('fzi_icl_can', 0.35996473569658893)"
ecl_maps,"('ecl_maps', 1.0)","('orne_maps', 0.7038487889414934)","('clear_costmap_recovery', 0.6878937304305299)","('ecl_navigation_apps', 0.653628382492409)","('rotate_recovery', 0.6036222076720797)","('navigation_layers', 0.5638804896059796)","('homer_navigation', 0.5490733399118589)","('ecl_formatters', 0.5419235989224547)","('icart_mini_navigation', 0.5228305027714996)","('nj_costmap', 0.5215733816487728)","('ecl_converters', 0.5059120055442364)","('ecl_type_traits', 0.5005145416389927)","('ecl_license', 0.4922537909428937)","('grid_map_loader', 0.48745803545539546)","('grid_map_filters', 0.4822299439829594)","('grid_map_cv', 0.47914526002508506)","('ecl_sigslots_lite', 0.4744414051272805)","('gps_goal', 0.4734214050699821)","('ecl_streams', 0.4679240556878732)","('ecl_linear_algebra', 0.46266074633417453)"
cob_voltage_control,"('cob_voltage_control', 1.0)","('cob_control', 0.7942346543551665)","('ros_control_boilerplate', 0.6937766761434428)","('cob_control_msgs', 0.6609451611518983)","('cob_tray_monitor', 0.6500787774166061)","('cob_head_axis', 0.6196115599827104)","('cob_relayboard', 0.6155966826234339)","('cob_lbr', 0.6155936443947294)","('cob_substitute', 0.6139607686073992)","('cob_obstacle_distance', 0.6130769445686927)","('cob_default_robot_behavior', 0.61125292867172)","('cob_elmo_homing', 0.6003566465768825)","('cob_phidget_em_state', 0.5952407436919451)","('cob_dashboard', 0.5641444088762562)","('cob_script_server', 0.5489203586867596)","('moveit_sim_controller', 0.5391261576309739)","('oxford_gps_eth', 0.5372076718517734)","('cob_phidgets', 0.5330372134194489)","('transmission_interface', 0.527657020158536)","('cob_collision_velocity_filter', 0.5263546195649441)"
stdr_parser,"('stdr_parser', 1.0)","('stdr_resources', 0.8389885878442747)","('stdr_robot', 0.6919645101875085)","('stdr_msgs', 0.6704444367275648)","('stdr_gui', 0.5534383139828748)","('stage_ros', 0.4990859818560067)","('rotors_description', 0.47105782961731535)","('srdfdom', 0.4629120314804016)","('rosflight_sim', 0.4567996032407653)","('rotors_simulator', 0.447865015547409)","('ridgeback_simulator', 0.42749490884078334)","('epos_library', 0.42381268042710607)","('vs060', 0.41404645385144256)","('ros_environment', 0.41190707818958383)","('turtlebot_stdr', 0.40872733277505646)","('sphero_description', 0.39629655426323085)","('teraranger_description', 0.39028932548133255)","('default_cfg_fkie', 0.38474539739492997)","('apriltags', 0.3795507134134679)","('talos_description', 0.3735575972291072)"
concert_service_msgs,"('concert_service_msgs', 1.0)","('concert_services', 0.7884662040242197)","('rocon_msgs', 0.7655215542230842)","('scheduler_msgs', 0.7541798563482428)","('rocon_concert', 0.6804308410787694)","('rocon_interaction_msgs', 0.6468295282286951)","('rocon_python_comms', 0.628979945991902)","('concert_scheduler_requests', 0.6213976518849063)","('concert_service_link_graph', 0.6175323381122355)","('rocon_device_msgs', 0.5988603668133347)","('touch_skill_msgs', 0.5861661738622596)","('concert_conductor_graph', 0.5830396733271398)","('concert_software_farmer', 0.5722901955211898)","('rocon_apps', 0.5632531313428882)","('basic_states_skill_msgs', 0.5590954499421383)","('rocon_interactions', 0.5531668515901893)","('concert_conductor', 0.5525358266508331)","('concert_qt_service_info', 0.5484329711053303)","('concert_schedulers', 0.5453853941763444)","('concert_orchestra', 0.5405398055138096)"
kinect_2d_scanner,"('kinect_2d_scanner', 1.0)","('polar_scan_matcher', 0.820730475589279)","('s3000_laser', 0.809507036119123)","('laser_proc', 0.7955893972481651)","('libcsm', 0.7872309557798527)","('laser_scan_splitter', 0.7833302747920524)","('lj_laser', 0.7807311828096339)","('polygon_matcher', 0.7694302404542254)","('cob_sick_lms1xx', 0.7461518694212719)","('leg_detector', 0.741546789297705)","('nj_oa_laser', 0.7292099720843664)","('laser_geometry', 0.6974898358123951)","('laser_odometry_core', 0.6854114362995589)","('pr2_dense_laser_snapshotter', 0.6516262766047168)","('fulanghua_ekf_2d', 0.6367992710462107)","('scan_to_cloud_converter', 0.6214998137918534)","('pr2_tilt_laser_interface', 0.6173471126531411)","('laser_tilt_controller_filter', 0.6076623738481512)","('laser_joint_projector', 0.6005287165612596)","('spin_hokuyo', 0.5740904969553474)"
